date,sales,region,sku
2022-10-18,221,West,SKU20
2023-03-08,206,South,SKU19
2023-11-20,219,South,SKU1
2023-10-15,197,West,SKU5
2023-12-02,209,North,SKU19
2022-02-18,194,West,SKU1
2022-10-29,202,East,SKU17
2022-07-09,211,South,SKU1
2022-05-16,193,East,SKU4
2023-07-09,218,South,SKU5
2023-02-08,209,South,SKU8
2023-08-25,187,East,SKU15
2022-12-07,221,South,SKU13
2023-12-05,172,West,SKU7
2022-11-14,183,West,SKU14
2023-09-10,207,South,SKU4
2022-12-29,180,South,SKU18
2023-01-17,207,West,SKU18
2022-08-21,205,North,SKU2
2022-12-10,204,South,SKU17
2023-07-03,203,West,SKU16
2023-07-07,185,North,SKU6
2023-06-13,186,North,SKU20
2023-07-25,207,East,SKU14
2022-07-02,192,North,SKU19
2022-02-10,183,South,SKU1
2023-07-05,204,North,SKU12
2023-02-01,199,East,SKU16
2023-12-05,203,West,SKU9
2023-05-09,220,East,SKU20
2023-10-21,187,West,SKU16
2022-11-29,213,South,SKU13
2022-05-07,211,West,SKU1
2023-07-12,202,North,SKU3
2023-07-11,226,West,SKU15
2022-01-01,216,North,SKU16
2022-06-17,209,East,SKU14
2023-09-12,209,East,SKU1
2022-01-19,190,West,SKU1
2022-11-28,179,East,SKU5
2023-08-07,201,East,SKU5
2023-04-01,190,East,SKU8
2022-04-19,199,North,SKU1
2022-09-25,200,West,SKU18
2023-03-21,206,North,SKU1
2022-08-28,210,West,SKU14
2022-10-28,193,North,SKU11
2023-08-25,190,South,SKU10
2022-04-13,195,South,SKU18
2022-09-07,194,South,SKU10
2023-03-29,204,North,SKU19
2023-06-04,218,West,SKU13
2022-06-02,187,North,SKU9
2022-06-23,198,West,SKU9
2022-12-09,196,South,SKU8
2023-11-01,190,North,SKU13
2023-03-07,185,West,SKU7
2023-12-28,228,West,SKU2
2023-11-20,209,East,SKU19
2023-11-18,208,West,SKU1
2023-10-20,213,South,SKU11
2022-11-20,197,North,SKU1
2023-11-04,212,East,SKU17
2023-10-01,205,South,SKU19
2023-02-24,190,North,SKU8
2023-08-17,203,North,SKU9
2023-04-30,208,East,SKU15
2023-10-21,222,South,SKU8
2023-02-16,196,North,SKU3
2022-03-25,206,East,SKU17
2022-04-23,191,North,SKU18
2022-11-28,194,North,SKU11
2023-01-13,185,South,SKU11
2023-10-17,225,South,SKU2
2022-02-10,192,North,SKU16
2022-04-15,221,West,SKU3
2022-07-21,200,North,SKU13
2023-03-26,208,West,SKU13
2022-09-23,194,South,SKU20
2022-07-29,187,North,SKU20
2023-07-17,211,North,SKU19
2022-04-28,189,North,SKU17
2023-12-14,201,East,SKU20
2023-01-12,188,East,SKU18
2023-07-05,189,South,SKU14
2023-06-24,201,North,SKU2
2022-03-25,191,North,SKU16
2023-03-30,180,West,SKU8
2023-10-29,195,East,SKU10
2023-09-21,184,South,SKU16
2023-05-29,207,South,SKU7
2023-08-28,205,North,SKU6
2023-11-09,189,North,SKU4
2023-01-22,211,East,SKU3
2022-12-16,206,West,SKU11
2022-10-23,220,East,SKU10
2022-09-15,214,South,SKU14
2022-03-22,209,East,SKU5
2022-09-25,204,East,SKU2
2023-02-23,196,South,SKU13
2022-08-23,210,South,SKU18
2022-11-07,207,South,SKU3
2022-12-23,213,North,SKU11
2022-08-01,199,West,SKU6
2023-07-28,197,North,SKU3
2022-02-18,219,East,SKU1
2022-05-07,191,West,SKU6
2022-08-11,205,East,SKU6
2022-10-06,207,East,SKU8
2023-02-12,215,North,SKU3
2023-05-20,186,West,SKU13
2022-10-21,209,North,SKU17
2022-10-04,212,South,SKU14
2023-03-14,190,South,SKU3
2022-04-17,227,North,SKU4
2023-10-20,180,North,SKU3
2023-02-24,219,North,SKU15
2023-09-03,221,East,SKU11
2023-03-05,206,West,SKU2
2023-01-10,185,West,SKU13
2022-03-14,188,South,SKU16
2023-09-26,222,West,SKU6
2022-01-30,224,West,SKU15
2022-07-07,197,West,SKU4
2022-12-30,196,East,SKU15
2023-03-27,208,South,SKU17
2022-07-14,215,North,SKU12
2022-06-05,212,West,SKU2
2022-06-21,235,West,SKU5
2022-02-10,212,East,SKU12
2022-03-04,200,South,SKU9
2022-01-23,164,West,SKU10
2022-12-26,234,East,SKU18
2022-03-16,186,North,SKU5
2023-07-14,204,South,SKU1
2023-11-03,211,West,SKU2
2022-04-28,200,North,SKU3
2023-09-04,188,West,SKU8
2023-01-15,232,South,SKU12
2023-11-10,185,East,SKU10
2022-10-17,202,West,SKU19
2023-03-16,203,South,SKU12
2023-10-30,198,East,SKU4
2022-01-07,167,North,SKU4
2022-07-15,181,West,SKU4
2023-02-25,202,North,SKU9
2023-07-22,213,West,SKU20
2022-07-12,177,South,SKU3
2023-07-13,184,North,SKU18
2022-05-28,223,West,SKU1
2023-10-31,224,South,SKU7
2022-07-21,188,West,SKU8
2023-03-20,205,East,SKU7
2023-02-23,194,South,SKU12
2023-03-03,190,South,SKU3
2023-04-24,195,West,SKU4
2023-04-20,182,South,SKU5
2022-05-06,225,North,SKU1
2023-01-30,171,West,SKU10
2023-07-30,207,East,SKU3
2022-11-21,190,South,SKU6
2023-01-27,205,East,SKU3
2023-11-19,184,North,SKU5
2023-09-20,197,South,SKU20
2023-03-16,180,South,SKU2
2022-07-23,205,West,SKU20
2023-05-01,183,East,SKU20
2022-01-31,208,West,SKU11
2023-01-23,181,East,SKU19
2023-09-17,178,West,SKU6
2023-03-10,197,East,SKU1
2023-01-11,198,West,SKU19
2022-12-10,226,South,SKU20
2023-03-19,203,South,SKU10
2023-08-02,200,East,SKU12
2022-03-16,200,West,SKU16
2023-07-11,203,East,SKU5
2023-10-28,220,West,SKU4
2022-06-04,190,East,SKU2
2023-03-06,216,North,SKU5
2022-12-29,204,South,SKU14
2023-03-24,199,East,SKU14
2022-08-22,221,North,SKU13
2023-07-17,213,South,SKU18
2022-09-19,229,North,SKU17
2022-05-05,200,West,SKU13
2022-09-02,198,West,SKU17
2023-06-26,193,West,SKU16
2023-04-30,197,East,SKU4
2022-05-02,208,North,SKU16
2022-05-05,214,North,SKU4
2023-07-03,201,West,SKU6
2022-06-19,191,East,SKU16
2022-05-04,203,West,SKU10
2022-02-04,197,East,SKU7
2022-03-28,202,South,SKU2
2023-10-08,188,North,SKU10
2023-12-09,199,East,SKU16
2022-07-20,199,West,SKU8
2023-01-04,190,East,SKU9
2022-03-18,195,East,SKU13
2022-02-28,203,South,SKU20
2023-03-07,212,West,SKU8
2023-09-30,195,North,SKU14
2023-05-15,199,East,SKU10
2022-04-19,211,West,SKU9
2022-10-05,193,North,SKU2
2022-03-09,209,East,SKU12
2022-03-10,198,East,SKU16
2022-06-14,184,West,SKU1
2023-05-04,199,North,SKU13
2022-11-01,181,North,SKU15
2023-11-05,224,South,SKU10
2022-12-31,209,South,SKU15
2023-01-14,206,West,SKU20
2022-12-09,191,North,SKU6
2023-07-08,229,East,SKU17
2022-12-20,172,West,SKU3
2023-02-20,176,South,SKU2
2022-04-19,205,West,SKU15
2023-07-17,179,North,SKU8
2023-05-12,184,West,SKU16
2022-12-07,215,South,SKU12
2023-01-18,199,North,SKU19
2023-06-17,227,East,SKU12
2022-10-27,196,South,SKU13
2022-05-19,213,South,SKU1
2022-12-25,214,South,SKU13
2023-05-14,202,West,SKU4
2023-01-20,198,South,SKU19
2023-08-27,192,West,SKU13
2022-10-07,221,West,SKU16
2023-09-29,200,North,SKU8
2023-04-28,186,North,SKU8
2022-04-21,224,South,SKU19
2022-05-19,200,West,SKU8
2023-03-11,214,East,SKU9
2023-05-24,212,West,SKU17
2022-09-30,187,North,SKU1
2022-04-09,202,North,SKU12
2022-04-14,186,West,SKU20
2022-08-02,198,West,SKU1
2023-10-26,182,West,SKU9
2022-06-14,182,East,SKU18
2023-06-04,192,West,SKU20
2022-10-11,196,South,SKU20
2023-06-01,209,South,SKU10
2023-10-19,181,North,SKU12
2023-09-05,204,East,SKU5
2022-06-13,175,East,SKU19
2023-10-21,190,North,SKU7
2022-03-05,206,South,SKU17
2022-04-01,196,South,SKU1
2022-04-27,190,East,SKU19
2022-09-24,166,West,SKU17
2023-11-16,205,West,SKU1
2023-07-13,180,East,SKU16
2022-05-20,192,East,SKU19
2022-09-03,199,East,SKU9
2023-10-23,203,East,SKU4
2023-01-30,214,East,SKU7
2023-05-02,186,East,SKU2
2023-04-21,209,East,SKU14
2023-06-01,193,East,SKU1
2022-07-03,220,West,SKU4
2022-01-20,216,North,SKU20
2023-07-12,222,South,SKU19
2023-06-08,226,North,SKU13
2023-08-05,213,North,SKU3
2023-06-13,185,East,SKU10
2022-05-27,195,East,SKU8
2023-10-28,188,East,SKU18
2022-10-31,196,North,SKU17
2023-09-12,198,West,SKU5
2023-08-05,205,East,SKU7
2023-11-26,201,East,SKU20
2022-08-16,170,South,SKU17
2022-04-12,198,West,SKU2
2023-08-10,199,East,SKU11
2023-02-21,192,West,SKU3
2022-08-04,192,South,SKU15
2023-02-11,199,North,SKU11
2023-02-03,169,South,SKU2
2023-12-16,209,West,SKU8
2023-12-05,189,East,SKU15
2023-05-14,194,East,SKU4
2023-04-10,215,South,SKU5
2023-11-22,221,South,SKU7
2022-03-23,188,West,SKU2
2023-08-27,207,West,SKU11
2023-11-18,209,West,SKU12
2022-12-31,184,East,SKU8
2022-06-12,187,South,SKU14
2022-02-17,190,West,SKU8
2023-05-26,202,South,SKU9
2022-11-25,202,East,SKU5
2022-04-26,223,North,SKU13
2022-12-03,199,West,SKU10
2022-05-27,205,North,SKU3
2023-07-29,197,East,SKU11
2022-11-19,177,South,SKU5
2023-03-19,168,North,SKU4
2022-01-13,198,South,SKU5
2023-05-09,178,West,SKU8
2023-12-02,215,West,SKU9
2022-10-14,211,East,SKU15
2023-12-21,207,West,SKU1
2022-04-24,225,South,SKU19
2023-04-25,209,West,SKU12
2022-01-22,213,North,SKU13
2022-12-15,189,South,SKU4
2023-12-27,210,West,SKU16
2023-11-14,192,North,SKU12
2023-07-20,203,South,SKU15
2022-11-16,199,North,SKU1
2022-05-06,218,South,SKU14
2022-10-04,223,North,SKU15
2022-07-23,210,North,SKU8
2022-07-13,208,West,SKU2
2023-11-12,194,East,SKU16
2023-10-26,195,West,SKU17
2023-07-01,205,South,SKU11
2023-11-27,214,North,SKU20
2022-10-13,198,South,SKU2
2022-02-26,211,West,SKU20
2022-10-30,197,South,SKU10
2022-06-12,192,West,SKU18
2022-01-19,174,West,SKU4
2023-01-05,209,East,SKU18
2022-09-21,176,West,SKU12
2022-04-23,195,North,SKU7
2023-05-03,216,West,SKU19
2022-11-23,193,West,SKU7
2023-06-26,223,North,SKU2
2023-10-09,190,West,SKU14
2023-08-02,197,South,SKU4
2022-03-06,164,East,SKU11
2022-10-19,206,North,SKU14
2022-01-25,204,North,SKU6
2023-07-03,211,South,SKU3
2022-01-01,224,North,SKU16
2023-07-03,184,South,SKU20
2022-05-21,218,North,SKU16
2023-10-10,223,West,SKU3
2022-07-07,205,North,SKU16
2022-05-08,195,East,SKU18
2022-07-20,204,North,SKU8
2022-05-07,198,North,SKU10
2022-09-14,185,East,SKU3
2023-11-07,209,North,SKU14
2023-07-01,199,South,SKU15
2022-07-13,192,South,SKU2
2023-12-04,191,East,SKU16
2022-04-14,188,West,SKU13
2023-06-19,194,North,SKU15
2022-09-22,210,East,SKU14
2023-01-19,186,East,SKU18
2022-09-17,249,North,SKU16
2023-02-18,223,West,SKU12
2022-12-24,186,North,SKU14
2022-03-16,210,North,SKU15
2022-12-21,213,East,SKU2
2023-08-07,200,West,SKU5
2022-07-07,186,East,SKU13
2023-11-16,172,West,SKU18
2022-10-17,183,West,SKU13
2022-02-14,191,East,SKU9
2023-07-27,224,West,SKU10
2022-03-24,181,North,SKU20
2022-05-03,210,East,SKU5
2022-12-24,241,East,SKU6
2023-06-12,211,North,SKU9
2022-03-07,222,West,SKU11
2023-10-19,198,West,SKU15
2023-01-10,216,West,SKU6
2022-06-11,179,North,SKU17
2023-01-15,187,East,SKU1
2023-10-18,208,South,SKU9
2022-12-24,207,East,SKU18
2022-07-07,192,South,SKU6
2022-11-18,193,East,SKU14
2023-03-26,208,South,SKU2
2023-04-19,197,North,SKU10
2022-01-13,209,West,SKU1
2022-07-03,192,North,SKU18
2022-04-21,180,West,SKU2
2023-05-23,190,East,SKU1
2022-10-17,187,North,SKU15
2022-10-22,188,East,SKU11
2023-03-27,218,West,SKU2
2022-08-03,195,East,SKU15
2023-09-24,177,North,SKU14
2023-07-21,182,South,SKU5
2022-01-27,183,West,SKU4
2023-09-22,206,East,SKU9
2022-08-19,207,South,SKU13
2023-07-19,217,South,SKU3
2022-11-17,207,North,SKU11
2022-08-21,203,East,SKU14
2023-11-01,199,North,SKU9
2023-03-13,209,East,SKU13
2023-06-17,214,South,SKU2
2023-02-07,193,East,SKU18
2022-02-22,211,West,SKU7
2022-11-09,189,South,SKU3
2022-10-08,220,West,SKU7
2023-12-27,209,North,SKU7
2022-01-31,180,West,SKU2
2022-12-03,184,North,SKU8
2022-07-02,213,North,SKU11
2022-01-23,210,West,SKU16
2023-06-28,182,East,SKU8
2023-03-22,186,West,SKU14
2022-03-15,194,East,SKU5
2022-01-10,211,North,SKU7
2023-04-29,203,West,SKU10
2023-04-01,209,West,SKU20
2023-07-20,213,East,SKU6
2023-07-18,187,West,SKU6
2023-10-22,186,West,SKU10
2022-06-09,202,East,SKU9
2022-01-14,216,East,SKU3
2022-06-27,201,South,SKU5
2023-02-16,197,East,SKU17
2022-02-22,199,North,SKU1
2023-02-12,228,North,SKU10
2022-01-22,215,East,SKU5
2022-01-30,191,South,SKU1
2023-12-04,197,South,SKU10
2022-09-17,202,West,SKU14
2022-07-24,201,South,SKU16
2022-02-28,191,North,SKU18
2023-04-16,231,North,SKU19
2023-04-11,225,East,SKU14
2022-01-12,199,East,SKU10
2023-09-23,191,West,SKU8
2022-10-17,204,East,SKU16
2022-12-20,195,South,SKU11
2023-10-01,227,West,SKU17
2022-03-16,188,East,SKU13
2023-12-17,193,East,SKU5
2023-07-15,190,East,SKU15
2023-08-14,207,East,SKU16
2023-03-17,179,East,SKU10
2022-08-29,212,North,SKU17
2022-06-03,185,West,SKU15
2022-04-06,211,North,SKU8
2023-12-27,180,West,SKU9
2022-10-21,188,South,SKU9
2022-07-28,198,South,SKU11
2022-12-09,192,South,SKU9
2022-03-29,200,West,SKU11
2023-01-25,176,North,SKU7
2022-11-21,202,North,SKU4
2022-06-06,208,East,SKU19
2023-10-30,196,West,SKU9
2023-10-13,198,South,SKU3
2023-09-25,205,West,SKU19
2023-07-31,196,East,SKU13
2023-09-11,178,North,SKU16
2023-10-21,170,East,SKU4
2022-05-17,185,East,SKU10
2023-11-05,190,East,SKU3
2023-03-04,185,East,SKU18
2023-03-28,200,North,SKU11
2023-09-04,242,North,SKU17
2022-05-21,208,North,SKU17
2022-03-24,201,North,SKU12
2022-06-26,194,South,SKU4
2022-07-17,204,West,SKU8
2023-09-16,189,South,SKU1
2023-07-22,183,East,SKU11
2023-11-22,186,East,SKU6
2023-02-25,189,East,SKU5
2023-02-05,175,East,SKU15
2023-11-29,215,South,SKU19
2023-04-16,212,North,SKU15
2022-08-06,210,East,SKU7
2023-12-30,200,South,SKU17
2023-09-24,203,South,SKU1
2022-06-24,190,East,SKU14
2022-01-23,194,East,SKU19
2023-12-26,195,South,SKU16
2022-08-23,217,West,SKU2
2022-01-13,193,South,SKU7
2022-04-11,208,West,SKU12
2023-06-20,208,East,SKU9
2023-06-07,180,North,SKU17
2023-03-28,196,North,SKU7
2023-03-07,166,West,SKU14
2023-08-29,192,East,SKU19
2023-12-14,195,East,SKU2
2023-06-17,194,West,SKU8
2023-12-24,204,North,SKU1
2023-10-14,201,South,SKU2
2022-10-20,187,West,SKU20
2022-04-11,200,East,SKU15
2023-05-17,203,East,SKU15
2022-10-31,213,North,SKU19
2023-06-24,229,West,SKU2
2023-07-07,200,West,SKU5
2022-12-21,183,West,SKU12
2022-10-30,192,East,SKU13
2023-05-11,201,South,SKU16
2023-10-20,213,West,SKU8
2022-08-15,203,South,SKU5
2022-08-24,201,East,SKU11
2023-03-31,197,South,SKU11
2022-01-13,173,South,SKU10
2022-07-29,184,South,SKU13
2023-02-01,231,East,SKU11
2022-04-10,222,East,SKU19
2022-01-31,200,East,SKU1
2023-06-12,198,South,SKU11
2023-10-11,193,North,SKU4
2022-11-25,175,North,SKU1
2022-06-15,196,North,SKU6
2023-04-04,208,South,SKU16
2022-04-10,200,North,SKU10
2023-09-13,205,East,SKU11
2022-06-22,216,South,SKU16
2022-06-11,212,West,SKU9
2023-12-29,208,North,SKU12
2022-09-20,198,South,SKU20
2022-10-01,224,West,SKU17
2022-01-03,196,South,SKU20
2022-01-28,197,West,SKU11
2022-11-22,197,East,SKU1
2022-05-29,210,South,SKU6
2023-06-24,186,East,SKU10
2023-05-03,218,East,SKU8
2023-03-14,186,West,SKU14
2022-03-06,205,North,SKU19
2022-12-22,178,West,SKU7
2023-06-17,212,North,SKU7
2022-09-09,217,West,SKU6
2022-08-23,205,South,SKU19
2022-08-15,184,North,SKU11
2023-06-09,171,South,SKU1
2022-11-09,183,West,SKU6
2022-02-18,227,East,SKU13
2022-04-28,221,West,SKU18
2022-02-23,204,South,SKU2
2023-10-12,199,West,SKU17
2023-07-19,191,East,SKU17
2022-02-13,178,East,SKU2
2022-02-22,201,West,SKU1
2023-08-09,205,West,SKU12
2023-07-12,179,South,SKU12
2023-06-09,215,East,SKU5
2023-11-08,199,North,SKU16
2022-04-12,184,South,SKU16
2023-02-02,200,North,SKU13
2022-05-18,178,East,SKU7
2023-11-06,202,East,SKU12
2023-01-22,199,South,SKU14
2022-04-21,203,East,SKU20
2023-09-06,179,North,SKU9
2022-01-17,194,West,SKU11
2022-07-01,185,South,SKU11
2023-06-20,201,West,SKU20
2023-06-25,177,West,SKU20
2022-06-20,190,South,SKU2
2023-02-13,192,North,SKU15
2023-01-13,205,East,SKU18
2022-07-07,207,East,SKU12
2022-08-18,217,South,SKU7
2022-04-29,205,North,SKU12
2022-06-05,196,South,SKU3
2023-11-18,199,South,SKU10
2023-04-10,227,East,SKU9
2022-04-14,183,South,SKU15
2023-08-27,229,North,SKU7
2023-11-29,180,North,SKU4
2023-05-17,180,North,SKU14
2023-11-24,209,North,SKU18
2023-11-13,220,East,SKU12
2023-11-30,202,East,SKU11
2022-06-24,185,East,SKU3
2023-11-05,212,East,SKU5
2023-02-25,202,North,SKU3
2022-05-14,210,North,SKU6
2023-01-26,192,South,SKU1
2023-05-16,207,South,SKU5
2023-10-27,194,East,SKU14
2022-02-02,188,South,SKU9
2022-02-24,182,East,SKU10
2023-06-03,191,East,SKU20
2023-09-30,176,East,SKU11
2022-01-12,201,West,SKU10
2023-06-12,190,South,SKU3
2023-12-21,186,South,SKU16
2023-07-09,202,East,SKU14
2023-01-08,197,North,SKU13
2023-04-29,203,West,SKU13
2023-10-09,209,South,SKU3
2022-08-16,215,North,SKU17
2023-09-15,219,East,SKU9
2022-11-03,189,East,SKU6
2023-04-02,217,South,SKU20
2022-06-09,193,South,SKU14
2022-11-27,237,West,SKU20
2022-08-13,222,South,SKU17
2023-12-30,218,West,SKU14
2023-05-19,176,East,SKU3
2023-04-01,212,North,SKU2
2022-02-14,177,North,SKU5
2022-08-02,189,West,SKU5
2022-02-28,188,West,SKU9
2023-10-06,176,South,SKU17
2023-09-08,190,South,SKU11
2022-07-14,191,South,SKU6
2023-05-04,216,North,SKU3
2022-06-06,188,South,SKU15
2023-09-02,216,South,SKU18
2022-08-14,182,East,SKU4
2023-02-16,234,West,SKU19
2022-07-24,196,South,SKU14
2022-03-20,175,East,SKU8
2022-05-04,229,North,SKU19
2023-04-16,211,South,SKU14
2022-08-06,190,North,SKU3
2023-05-31,223,North,SKU13
2023-08-25,180,North,SKU4
2022-04-14,205,North,SKU1
2023-01-28,200,West,SKU17
2023-09-23,197,North,SKU7
2023-10-07,207,East,SKU9
2023-08-31,211,East,SKU18
2023-03-10,188,North,SKU2
2022-11-27,202,North,SKU12
2022-05-23,187,West,SKU1
2023-06-24,186,South,SKU11
2022-10-05,186,North,SKU16
2022-08-21,189,East,SKU15
2023-06-13,208,East,SKU16
2023-07-25,209,West,SKU14
2022-03-31,210,East,SKU1
2023-05-07,192,East,SKU7
2022-07-18,195,North,SKU8
2022-12-28,213,West,SKU16
2023-03-17,205,East,SKU1
2022-01-26,174,East,SKU19
2022-01-25,198,West,SKU5
2023-01-29,167,West,SKU15
2023-05-22,191,East,SKU3
2022-10-28,199,South,SKU1
2022-12-05,198,North,SKU7
2022-09-24,188,East,SKU9
2023-04-06,218,East,SKU1
2023-11-24,201,North,SKU2
2023-04-01,194,East,SKU17
2022-12-26,184,East,SKU17
2022-03-09,218,West,SKU3
2023-02-16,226,East,SKU17
2023-05-06,192,South,SKU10
2022-02-18,178,West,SKU2
2023-11-18,205,East,SKU7
2023-07-18,206,East,SKU3
2022-04-12,206,North,SKU12
2022-08-04,213,North,SKU7
2023-03-14,190,South,SKU10
2023-12-01,201,North,SKU4
2023-07-23,194,North,SKU1
2023-07-13,202,South,SKU14
2022-06-08,178,East,SKU4
2023-05-04,178,North,SKU12
2023-11-17,199,North,SKU1
2022-08-30,198,South,SKU14
2022-01-05,208,North,SKU4
2023-08-19,208,West,SKU7
2022-12-27,213,North,SKU9
2023-04-04,201,East,SKU14
2022-09-05,191,South,SKU18
2023-07-20,199,East,SKU5
2023-11-04,190,East,SKU20
2023-02-26,193,East,SKU17
2022-01-15,210,South,SKU6
2023-07-27,228,West,SKU5
2022-05-02,209,North,SKU10
2022-10-04,199,East,SKU17
2023-07-12,206,South,SKU19
2023-03-29,168,North,SKU4
2023-01-25,196,South,SKU14
2022-10-21,163,East,SKU20
2023-07-28,213,South,SKU14
2023-08-21,193,East,SKU4
2023-03-22,199,South,SKU3
2022-07-29,196,East,SKU2
2023-08-13,174,North,SKU18
2023-12-15,193,South,SKU17
2022-10-29,207,South,SKU16
2022-08-11,183,North,SKU14
2022-01-03,187,East,SKU16
2023-06-02,225,West,SKU16
2022-04-03,209,East,SKU6
2023-06-04,193,East,SKU6
2023-03-04,197,North,SKU6
2023-05-08,200,West,SKU14
2022-08-23,207,South,SKU1
2023-09-12,199,West,SKU20
2022-06-10,179,South,SKU1
2023-12-22,224,South,SKU18
2022-11-27,225,North,SKU8
2022-11-29,201,East,SKU8
2022-02-19,180,East,SKU17
2023-06-07,194,West,SKU1
2023-10-30,179,East,SKU14
2023-05-07,203,South,SKU11
2023-08-05,186,North,SKU12
2023-11-12,210,East,SKU13
2022-09-29,210,East,SKU13
2023-08-03,188,South,SKU3
2022-09-09,189,West,SKU3
2023-07-14,193,East,SKU14
2023-11-27,186,South,SKU8
2023-11-30,203,West,SKU13
2022-03-31,214,East,SKU1
2023-03-22,208,South,SKU12
2022-11-28,206,South,SKU5
2022-05-19,211,East,SKU9
2022-12-23,218,South,SKU2
2023-08-24,197,East,SKU14
2022-10-01,219,East,SKU4
2022-01-19,183,West,SKU9
2022-11-07,204,North,SKU17
2022-06-03,191,East,SKU12
2023-01-25,222,East,SKU7
2022-09-17,184,West,SKU8
2023-09-12,199,North,SKU1
2023-07-25,199,North,SKU16
2022-05-05,220,South,SKU8
2022-12-20,202,North,SKU13
2022-09-30,204,North,SKU19
2023-09-11,204,South,SKU13
2022-09-02,189,North,SKU10
2023-03-26,187,West,SKU12
2022-09-04,205,East,SKU7
2023-06-04,231,West,SKU13
2022-05-21,185,North,SKU8
2022-12-28,203,South,SKU6
2022-01-08,210,West,SKU9
2023-04-23,180,West,SKU20
2022-12-18,175,East,SKU13
2023-05-10,212,South,SKU19
2023-08-29,208,West,SKU9
2023-03-03,204,North,SKU20
2022-02-08,208,East,SKU18
2023-08-16,198,West,SKU18
2022-07-06,217,North,SKU20
2023-08-19,207,West,SKU11
2023-08-23,199,West,SKU8
2022-04-03,187,South,SKU2
2022-03-27,202,West,SKU17
2022-02-13,202,South,SKU10
2022-05-17,200,North,SKU15
2023-02-25,191,South,SKU1
2022-03-15,184,North,SKU2
2023-07-02,215,South,SKU7
2023-09-05,179,South,SKU5
2023-05-27,214,South,SKU13
2022-06-05,178,South,SKU5
2022-09-12,213,East,SKU11
2022-06-20,180,West,SKU10
2023-12-29,196,East,SKU12
2022-06-19,197,North,SKU2
2022-11-18,210,North,SKU12
2023-07-21,206,West,SKU7
2023-04-01,196,North,SKU19
2023-08-26,198,North,SKU19
2023-09-05,206,South,SKU2
2022-06-04,190,West,SKU13
2022-12-15,185,South,SKU5
2023-03-27,193,West,SKU16
2023-10-15,183,South,SKU19
2022-06-22,202,West,SKU2
2022-01-10,185,North,SKU12
2022-09-22,203,East,SKU20
2023-03-14,190,North,SKU1
2022-09-04,198,West,SKU9
2023-10-29,216,East,SKU2
2023-06-30,199,East,SKU2
2023-05-14,200,South,SKU19
2022-05-09,196,West,SKU14
2023-11-03,193,South,SKU17
2023-08-24,180,West,SKU5
2023-08-28,197,North,SKU8
2022-11-23,196,West,SKU20
2023-02-08,206,North,SKU13
2023-09-21,201,East,SKU19
2023-08-29,221,East,SKU1
2023-11-06,183,South,SKU18
2023-09-03,199,East,SKU3
2023-09-17,205,East,SKU14
2022-12-25,198,North,SKU5
2023-08-26,173,West,SKU10
2023-12-19,215,North,SKU4
2022-01-17,209,East,SKU12
2022-10-01,210,West,SKU19
2023-11-16,198,East,SKU4
2022-04-26,216,East,SKU11
2023-11-24,188,North,SKU7
2022-04-01,209,West,SKU5
2022-03-23,218,North,SKU4
2022-11-20,193,South,SKU15
2022-04-24,215,South,SKU17
2022-02-27,210,South,SKU20
2022-06-03,225,South,SKU16
2023-02-08,196,North,SKU16
2023-09-20,179,South,SKU10
2022-09-23,212,North,SKU16
2022-11-11,179,West,SKU14
2023-12-16,198,West,SKU15
2022-02-10,197,North,SKU10
2022-04-15,194,West,SKU2
2022-07-12,221,South,SKU1
2023-02-05,208,North,SKU9
2022-10-05,202,East,SKU2
2022-12-20,182,West,SKU7
2023-08-03,207,South,SKU20
2023-12-10,174,South,SKU9
2022-09-13,198,East,SKU13
2023-10-13,230,South,SKU12
2023-10-23,189,North,SKU6
2022-04-09,201,West,SKU7
2023-08-11,192,North,SKU19
2022-10-09,223,North,SKU15
2023-02-07,222,West,SKU6
2022-04-19,209,South,SKU17
2023-12-01,197,East,SKU5
2022-07-18,205,East,SKU10
2022-10-30,195,South,SKU15
2022-11-23,215,North,SKU5
2022-06-03,201,West,SKU18
2023-07-06,205,West,SKU6
2023-10-07,211,North,SKU11
2023-02-09,197,South,SKU3
2023-04-07,200,South,SKU4
2022-05-12,220,North,SKU3
2022-03-25,192,South,SKU1
2023-02-03,211,East,SKU17
2023-09-20,209,East,SKU14
2022-04-19,206,West,SKU5
2022-08-09,201,South,SKU14
2023-07-07,201,North,SKU4
2023-01-03,217,East,SKU6
2022-05-27,227,West,SKU9
2022-04-22,193,South,SKU20
2023-09-07,201,North,SKU14
2023-07-12,213,South,SKU10
2023-05-09,232,West,SKU13
2023-05-20,204,South,SKU14
2023-04-20,207,South,SKU20
2022-09-28,196,West,SKU4
2023-02-25,204,South,SKU19
2023-12-08,212,South,SKU7
2023-01-02,190,North,SKU20
2022-10-07,191,East,SKU10
2022-10-10,195,North,SKU20
2022-02-09,214,West,SKU11
2022-07-08,213,East,SKU7
2022-06-13,193,South,SKU12
2023-06-20,192,South,SKU18
2023-06-20,228,West,SKU8
2022-01-04,198,North,SKU16
2022-10-17,216,North,SKU15
2023-03-09,191,East,SKU1
2023-04-16,176,South,SKU15
2022-06-30,189,North,SKU10
2022-09-05,200,South,SKU9
2023-09-20,196,South,SKU15
2022-10-06,192,South,SKU17
2023-08-04,214,East,SKU16
2022-09-11,191,West,SKU10
